rated,starting_minutes,additional_seconds,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,winner
True,10,0,1792,1588,e4_e5_Nf3_Nc6_a3_Nf6_Nc3,C46,Four_Knights_Game_Gunsberg_Variation,7,black
True,10,0,1600,1584,e4_e5_Nf3_Nc6_Bc4_Bc5_c3_Nf6_d4_exd4_cxd4_Bb4+_Nc3_Nxe4_O-O_Bxc3_d5,C54,Italian_Game_Classical_Variation_Greco_Gambit_Moeller-Therkatz_Attack,17,black
True,10,0,1589,1563,e4_d5_exd5_Nf6_Nc3_c6,B02,Alekhine_Defense_Scandinavian_Variation_Geschev_Gambit,6,white
True,10,0,1593,1885,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_a6_Be3,B90,Sicilian_Defense_Najdorf_Variation_English_Attack,11,black
True,10,0,1587,1582,g3,A00,Hungarian_Opening,1,black
True,10,0,1592,1628,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,black
False,15,15,1185,1179,d4_e6_e4,C00,French_Defense_Normal_Variation,3,white
True,15,15,1196,1264,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,black
True,15,15,1186,1098,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,white
True,10,0,1459,1191,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,white
True,15,15,1146,1158,e4_c5_Nf3_d6_Bb5+_Bd7,B52,Sicilian_Defense_Canal_Attack_Main_Line,6,black
True,10,0,1332,1167,Nf3_d5_d4_Nf6_c4_c6_e3,D11,Slav_Defense_Quiet_Variation,7,white
True,15,15,1160,946,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,white
False,5,8,1024,1160,Nf3_d5_Nc3,A06,Zukertort_Opening_Reversed_Mexican_Defense,3,black
False,10,0,1160,1217,d4_d5_c4_dxc4_e3,D20,Queens_Gambit_Accepted_Old_Variation,5,black
True,10,0,1166,1422,d4_d5_c4_dxc4_e4_e5_Bxc4,D20,Queens_Gambit_Accepted_Central_Variation_McDonnell_Defense_Somov_Gambit,7,black
True,10,0,1473,1170,d4_Nf6,A45,Indian_Game,2,white
False,15,5,1191,1146,e3,A00,Vant_Kruijs_Opening,1,white
False,10,0,1146,984,Nf3_e5,A04,Zukertort_Opening_Ross_Gambit,2,black
True,10,0,1081,1133,e4_d5,B01,Scandinavian_Defense,2,black
True,10,0,1151,1118,e4_e5_Nf3_Qf6,C40,Kings_Pawn_Game_McConnell_Defense,4,black
True,10,0,1133,1161,e4_e5_Nf3_d6,C41,Philidor_Defense_2,4,white
True,10,0,952,1159,e4_c5,B20,Sicilian_Defense,2,white
True,10,0,1194,1175,e4_c5_Nc3,B23,Sicilian_Defense_Closed_Variation,3,white
True,10,0,1227,1192,e4_c5_c4,B20,Sicilian_Defense_Staunton-Cochrane_Variation,3,white
True,10,0,1217,1210,d4_Nf6_f4,A45,Canard_Opening,3,white
True,10,0,1228,1262,e4_d5_exd5_Qxd5_Nc3_Qa5_d4_Nf6,B01,Scandinavian_Defense_Main_Line_Mieses_Variation,8,black
True,10,0,1244,1263,e4_e5_Nf3_Nf6,C42,Petrovs_Defense,4,black
True,10,0,1229,1133,e4_e5_Nf3_Nc6_Bc4_Nf6_Ng5_d5,C57,Italian_Game_Two_Knights_Defense_Knight_Attack_Normal_Variation,8,white
True,10,0,1334,1246,e4_c5_Nf3_d6_d4_cxd4,B54,Sicilian_Defense_2,6,white
True,10,0,1269,1269,e4_d5_exd5_Qxd5,B01,Scandinavian_Defense_Mieses-Kotroc_Variation,4,black
True,10,0,1393,1234,c4_Nf6_d4_g6,E61,Indian_Game_West_Indian_Defense,4,black
True,10,0,1214,1594,e4_e5_Nf3_d6_d4_exd4_Nxd4,C41,Philidor_Defense_Exchange_Variation_2,7,black
False,10,20,1214,2621,e4_c5_Nf3_d6_d4_Nf6_Nc3_cxd4_Nxd4_Nc6,B56,Sicilian_Defense_Classical_Variation,10,black
True,10,0,1793,1216,e4_e6_d4_d5_exd5,C01,French_Defense_Exchange_Variation,5,white
True,10,0,1224,1530,e4_c5_Nf3,B27,Sicilian_Defense,3,black
True,10,0,1226,1848,e4_e5_Nf3_Nf6_Nc3_Nc6,C46,Four_Knights_Game,6,black
True,10,0,2191,1174,e4_e6_d4_d5_Nc3_dxe4,C10,French_Defense_Rubinstein_Variation,6,white
True,10,0,1139,1221,d4_d5_c4_dxc4_e4,D20,Queens_Gambit_Accepted_Saduleto_Variation,5,white
True,10,0,1503,1146,d4_Nf6_d5,A45,Indian_Game_Pawn_Push_Variation,3,white
True,10,0,1156,1111,e4_e6_Nf3_d5_e5_c5_d4,C02,French_Defense_Advance_Variation_Nimzowitsch_System,7,black
True,10,0,1136,1227,e4_d5_exd5_Qxd5,B01,Scandinavian_Defense_Mieses-Kotroc_Variation,4,black
True,10,0,1212,1169,e4_d6_Nf3_e5_d4,C41,Philidor_Defense,5,white
True,10,0,1353,1192,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,10,0,1237,1237,e4_e5_Nf3_Nc6_Bc4_Nd4,C50,Italian_Game_Schilling-Kostic_Gambit,6,black
True,10,0,1285,1309,e4_e5_Nf3_f6,C40,Kings_Pawn_Game_Damiano_Defense,4,black
True,10,0,1220,1252,d4_d5_Bf4_Nf6_Nf3,D02,Queens_Pawn_Game_London_System,5,white
True,10,0,1313,1285,e4_e6_d4_d5_exd5,C01,French_Defense_Exchange_Variation,5,white
True,10,0,1197,1197,e4_e6_d4_d5_e5,C02,French_Defense_Advance_Variation_3,5,black
True,10,0,1323,1310,e4_d5_exd5_Qxd5_Nc3_Qa5,B01,Scandinavian_Defense_Main_Line,6,white
True,10,0,1500,1471,e4_e5_Nf3_Nc6_Bb5_d6,C62,Ruy_Lopez_Steinitz_Defense,6,black
False,15,0,1913,1147,f3,A00,Gedults_Opening,1,white
False,15,0,1147,1913,e4_e5_Nf3_Nc6_Nc3_Nf6_Bc4_Bc5,C50,Four_Knights_Game_Italian_Variation,8,black
False,5,5,1670,2621,e4_c5_Nf3_d6_d4_Nf6_Nc3_cxd4_Nxd4_Nc6,B56,Sicilian_Defense_Classical_Variation,10,black
False,5,60,1670,2621,e4_c5_Nf3_d6_d4_Nf6_Nc3_cxd4_Nxd4_Nc6,B56,Sicilian_Defense_Classical_Variation,10,black
True,10,0,1730,1656,g3,A00,Hungarian_Opening,1,black
True,10,0,1662,1844,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,0,1440,1647,e4_e5_d3,C20,Kings_Pawn_Game_Leonardis_Variation,3,black
True,10,0,1655,1762,e4_b6,B00,Owen_Defense,2,black
True,10,0,1636,1939,e4_e5_Nf3_Nc6_Bc4_Nf6,C55,Italian_Game_Two_Knights_Defense,6,white
True,10,0,1656,1612,e4_c5_Nf3_Nc6_d4_cxd4_Nxd4,B32,Sicilian_Defense_Open_3,7,black
True,10,0,1549,1648,d4_d5,D00,Queens_Pawn_Game,2,black
True,10,0,1641,1488,e4_c5_Nf3_d6_d4_cxd4,B54,Sicilian_Defense_2,6,white
True,10,0,1428,1659,e4_e5_Nf3_Nc6_Bb5_a6_Bxc6_bxc6,C68,Ruy_Lopez_Exchange_Variation_Lutikov_Variation,8,white
True,10,0,1632,1648,d4_d5_e3_Nf6,D00,Queens_Pawn_Game_3,4,black
True,10,0,1643,1457,e4_e5_Nf3_Nc6_Bc4_Bc5,C50,Giuoco_Piano,6,white
True,10,0,1582,1656,e4_e5_Bc4,C23,Bishops_Opening,3,white
True,10,0,1651,1437,e4_e5_Nf3_Nc6_Bc4_Nf6,C55,Italian_Game_Two_Knights_Defense,6,white
True,10,0,1646,1436,e4_e5_Nf3_Bc5_Bc4_Nc6,C50,Giuoco_Piano,6,white
True,10,0,1632,1692,e4_b6,B00,Owen_Defense,2,white
True,10,0,1653,1624,d4_d5_c4_c6_Nc3,D10,Slav_Defense_2,5,white
True,10,0,1638,1552,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,black
True,10,0,1610,1627,e4_e5_Nf3_Nc6_Bb5_a6_Ba4_b5,C70,Ruy_Lopez_Morphy_Defense_Caro_Variation,8,black
True,10,0,1616,1586,e4_e5_Nf3_Nc6_Bc4,C50,Italian_Game,5,white
True,10,0,1607,1542,e4_c5_Nf3_e6_d4_d5,B40,Sicilian_Defense_Marshall_Counterattack,6,white
True,10,0,1616,1618,e4_e5_Nf3_Nc6_c3,C44,Ponziani_Opening,5,white
True,10,0,1491,1624,e4_e5_Bc4,C23,Bishops_Opening,3,black
True,10,0,1573,1614,e4_e5_Bc4_Nc6_Nc3_Nf6_Nf3,C46,Four_Knights_Game_Italian_Variation,7,black
True,10,0,1462,1631,e4_e5_d4_exd4,C21,Center_Game_Accepted,4,white
True,10,0,1178,1636,e4_e5_Nf3_Nc6_Bc4_Bc5_c3_d6_d4_exd4_cxd4_Bb6,C53,Italian_Game_Classical_Variation_La_Bourdonnais_Variation,12,black
True,10,0,1649,1597,e4_g6_d4_Bg7,B06,Robatsch_(Modern)_Defense,4,black
True,10,0,1639,1588,e4_e5_Nf3_Nf6_Bc4,C42,Russian_Game_Urusov_Gambit,5,white
True,10,0,1630,1560,e4_c5_Nf3_Nc6_d4_cxd4_Nxd4_e5_Nf3_Nf6_Nc3,B33,Sicilian_Defense_Lasker-Pelikan_Variation_Retreat_Variation,11,white
True,10,0,1477,1622,e4_e5_Nf3_Nc6_Bc4_Bc5_d4,C50,Italian_Game_Rosentreter_Gambit,7,black
True,10,0,1601,1998,e4_e5_Nf3_Nc6_Bc4_Bc5,C50,Giuoco_Piano,6,white
True,10,0,2135,1602,f4,A02,Bird_Opening,1,white
True,10,0,1584,1786,e4_c5_Nf3_Nc6_d4_cxd4_Nxd4_g6_Nc3,B34,Sicilian_Defense_Accelerated_Dragon_Modern_Variation,9,white
True,10,0,1844,1589,d4_d5_c4_c6_Nc3,D10,Slav_Defense_2,5,white
True,10,0,1446,1572,d4_d5_c4_c6_cxd5,D10,Slav_Defense_Exchange_Variation,5,black
True,10,0,1881,1935,e4_c5_Nf3_Nc6,B30,Sicilian_Defense_Old_Sicilian,4,black
True,10,0,2011,1865,d4_d5_Nf3,D02,Queens_Pawn_Game_Zukertort_Variation,3,black
True,10,0,1875,1921,e4_e5_Nc3_Nf6_Nf3,C42,Russian_Game_Three_Knights_Game,5,black
True,10,0,1924,1861,d4_d5_Nf3,D02,Queens_Pawn_Game_Zukertort_Variation,3,black
True,10,0,1875,1809,e4_e6_Nc3_d5_Nf3,C00,French_Defense_Two_Knights_Variation,5,black
True,10,0,1342,1874,e3,A00,Vant_Kruijs_Opening,1,black
True,10,0,1495,1896,d4_d5_c4_Nf6,D06,Queens_Gambit_Refused_Marshall_Defense,4,white
True,10,0,1905,2022,e4_c5_Nf3_e6,B40,Sicilian_Defense_French_Variation,4,black
True,10,0,1804,1895,e4_d6_d4_e6,C00,Rat_Defense_Small_Center_Defense,4,black
True,10,0,1899,2207,e4_e6_Nc3_d5_Nf3,C00,French_Defense_Two_Knights_Variation,5,black
True,10,0,2005,1908,e4_c6,B10,Caro-Kann_Defense,2,white
True,10,0,1688,1899,d4_d5_c4_e6_Nc3_Nf6_Nf3,D37,Queens_Gambit_Declined_Three_Knights_Variation,7,black
False,20,10,1899,2061,e4_g6,B06,Modern_Defense,2,white
False,15,10,2137,1899,Nc3_e5_Nf3_Nc6_d4,A00,Van_Geet_Opening_Napoleon_Attack,5,black
False,20,30,2449,1899,c3,A00,Saragossa_Opening,1,black
True,10,0,1932,1886,e4_c5_f4,B21,Sicilian_Defense_McDonnell_Attack,3,black
True,10,0,1908,1898,e4_d6_Nf3_e5_d4_exd4_Nxd4_Nf6,C41,Philidor_Defense_Exchange_Variation,8,white
True,10,0,1897,1303,e4_d5_Nc3_Nf6,B02,Alekhine_Defense_Scandinavian_Variation,4,white
False,5,15,2387,1906,d4_d5_c4_e6,D30,Queens_Gambit_Declined,4,white
False,5,15,2387,1906,d4_e6,A40,Horwitz_Defense,2,white
True,10,0,1898,1790,e4_e5_Nc3_Nf6,C26,Vienna_Game_Falkbeer_Variation,4,white
True,10,0,1907,1983,e4_e5_c3,C20,Kings_Pawn_Game_Macleod_Attack,3,black
True,10,0,1516,1905,d4_d6,A41,Queens_Pawn,2,black
False,25,10,1977,1816,c4_c5,A30,English_Opening_Symmetrical_Variation,2,black
True,10,0,1716,1972,e4_c5_Nf3_g6_d4_cxd4_Nxd4_Nc6_Be3_Bg7_Nc3_Nf6_f3_d6,B76,Sicilian_Defense_Dragon_Variation_Yugoslav_Attack_Belezky_Line,14,black
True,10,0,1963,1857,c4_c6,A11,English_Opening_Caro-Kann_Defensive_System,2,white
True,10,0,1953,1894,c4_d5,A10,English_Opening_Anglo-Scandinavian_Defense,2,white
True,10,0,1753,1947,e4_c5_Nf3_g6,B27,Sicilian_Defense_Hyperaccelerated_Dragon,4,black
True,10,0,1912,1936,b4_c5,A00,Polish_Opening_Birmingham_Gambit,2,black
True,10,0,1925,1880,c4_Nf6,A15,English_Opening_Anglo-Indian_Defense,2,white
True,10,0,1629,1921,e4_c5_Nf3_g6_d4_cxd4_Nxd4_Nc6,B36,Sicilian_Defense_Accelerated_Dragon,8,black
True,10,0,1917,1621,c4_e5,A20,English_Opening_Kings_English_Variation,2,white
True,10,0,1904,1902,c4_c5_Nc3_Nc6_g3_g6_Bg2_Bg7,A36,English_Opening_Symmetrical_Variation_Symmetrical_Variation,8,white
True,10,0,1573,1901,c4_c5_Nc3,A34,English_Opening_Symmetrical_Variation_Normal_Variation,3,black
True,10,0,1894,1717,e4_c5_Nc3,B23,Sicilian_Defense_Closed_Variation,3,white
True,10,0,1286,1893,e4_c5_d4_cxd4_c3_d5,B21,Sicilian_Defense_Smith-Morra_Gambit_Declined_Scandinavian_Formation,6,black
True,10,0,1898,2125,c4_Nf6_Nc3,A16,English_Opening_Anglo-Indian_Defense_Queens_Knight_Variation,3,black
True,10,0,1904,2122,c4_e5,A20,English_Opening_Kings_English_Variation,2,black
True,10,0,1929,1916,e4_c5_Nf3_g6,B27,Sicilian_Defense_Hyperaccelerated_Dragon,4,white
True,10,0,1903,1914,c4_Nf6,A15,English_Opening_Anglo-Indian_Defense,2,white
True,10,0,1919,1889,e4_c5_Nf3_g6_d4_cxd4_Nxd4_Nc6_c4_Bg7_Be3_Nf6_Nc3_Ng4,B39,Sicilian_Defense_Accelerated_Dragon_Maroczy_Bind_Breyer_Variation,14,black
True,10,0,1403,1887,d4_c5,A43,Old_Benoni_Defense,2,black
True,10,0,1906,1890,c4,A10,English_Opening,1,black
True,10,0,1434,1912,Nf3_c5,A04,Zukertort_Opening_Sicilian_Invitation,2,black
True,10,0,1594,1942,e4_c5_c3,B22,Sicilian_Defense_Alapin_Variation,3,white
True,10,0,1979,1954,e4_c5_Nf3_g6,B27,Sicilian_Defense_Hyperaccelerated_Dragon,4,white
True,10,0,1947,1771,c4_Nf6,A15,English_Opening_Anglo-Indian_Defense,2,white
True,10,0,2195,1952,Nf3_c5,A04,Zukertort_Opening_Sicilian_Invitation,2,white
True,10,0,1937,1975,c4_Nf6,A15,English_Opening_Anglo-Indian_Defense,2,white
True,10,0,1949,1986,c4,A10,English_Opening,1,black
True,10,0,1948,1397,e4_e5_Nf3_d6_d4,C41,Philidor_Defense,5,white
True,10,0,1690,1970,e4_c5_Nf3_g6,B27,Sicilian_Defense_Hyperaccelerated_Dragon,4,white
True,10,0,1969,1320,c4_e5,A20,English_Opening_Kings_English_Variation,2,white
False,5,5,1500,1500,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,white
True,10,0,1430,1311,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,0,1443,1381,d4_d5_c4_dxc4_e3,D20,Queens_Gambit_Accepted_Old_Variation,5,black
False,10,5,1500,2621,d4_Nf6_Bg5,A45,Trompowsky_Attack,3,white
False,10,0,2350,1500,e4_c5_Nc3_Nc6,B25,Sicilian_Defense_Closed_Variation_Traditional,4,white
False,30,30,2217,1500,e4_e5_Nf3_Nc6_Bc4_Nf6_d3,C55,Italian_Game_Two_Knights_Defense_Modern_Bishops_Opening,7,black
True,8,0,1601,1510,e4_e6_d4,C00,French_Defense_Normal_Variation,3,white
True,8,0,1615,1518,e4_e6_f4,C00,French_Defense_La_Bourdonnais_Variation,3,white
True,8,0,1504,1623,e4_e5_Nf3_d6,C41,Philidor_Defense_2,4,white
True,8,0,1516,1454,e4_b6,B00,Owen_Defense,2,black
True,8,0,1509,1505,e3,A00,Vant_Kruijs_Opening,1,black
True,8,0,1325,1499,d4_e6,A40,Horwitz_Defense,2,black
True,8,0,1494,1313,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,8,0,1506,1452,e4_e5_Nf3_Qf6,C40,Kings_Pawn_Game_McConnell_Defense,4,black
True,8,0,1554,1494,e4_e6,C00,French_Defense_2,2,black
True,8,0,1488,1309,e4_e5_Nf3_Nc6_Bb5_Bc5_O-O_Nf6,C65,Ruy_Lopez_Berlin_Defense_Beverwijk_Variation,8,white
True,8,0,1501,1421,e4_e5_Nf3_Nc6_Bc4_Nf6_d3_Bc5_c3,C53,Italian_Game_Classical_Variation_Giuoco_Pianissimo,9,black
True,8,0,1473,1513,d4_e6_e4,C00,French_Defense_Normal_Variation,3,white
False,8,0,1314,1513,d4_e6_e4,C00,French_Defense_Normal_Variation,3,white
True,8,0,1492,1691,e4_e5_Nf3_Nc6_Bb5_a6_Ba4_b5,C70,Ruy_Lopez_Morphy_Defense_Caro_Variation,8,white
True,8,0,1447,1505,d4_e6_c4_b6,A40,English_Defense,4,white
True,8,0,1495,1474,e4_e5_Nf3_Nc6_Bb5_Nge7,C60,Ruy_Lopez_Cozio_Defense,6,white
True,8,0,1503,1570,e4_b6,B00,Owen_Defense,2,black
True,8,0,1497,1351,e4_e5_Nf3_d6_Bc4_Be7_c3,C41,Philidor_Defense_Steinitz_Variation,7,white
True,8,0,1555,1484,Nf3_e6,A04,Zukertort_Opening_Queens_Gambit_Invitation,2,black
True,8,0,1489,1473,Nc3,A00,Van_Geet_Opening,1,black
True,8,0,1370,1461,d4_e6,A40,Horwitz_Defense,2,black
True,8,0,1502,1448,e3,A00,Vant_Kruijs_Opening,1,black
True,8,0,1435,1515,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,8,0,1506,1444,e3,A00,Vant_Kruijs_Opening,1,white
True,8,0,1431,1520,e4_e5_Nf3_f6,C40,Kings_Pawn_Game_Damiano_Defense,4,white
True,8,0,1511,1439,d4_e6,A40,Horwitz_Defense,2,white
False,30,10,1512,2085,d4_Nf6_Nf3_g6_c4_Bg7_Nc3_d6_e4_O-O_Bg5,E90,Kings_Indian_Defense_Zinnowitz_Variation,11,black
True,10,0,1507,2084,e4_c5_Nf3_e6_d4_cxd4_Nxd4_Nf6_Nc3_d6_f4,B82,Sicilian_Defense_Scheveningen_Variation_Matanovic_Attack,11,black
True,10,0,2082,1509,e4_e5_Nf3_Nc6_Bb5_a6_Bxc6_dxc6_O-O_f6,C69,Ruy_Lopez_Exchange_Variation_Gligoric_Variation,10,white
True,15,0,2069,2030,e4_c5_d4_cxd4_c3_dxc3_Nxc3_e6_Bc4_Nc6_Nf3_Bb4,B21,Sicilian_Defense_Smith-Morra_Gambit_Accepted_Pin_Defense,12,white
True,15,6,2043,2104,c4_e5_Nc3_Nf6,A22,English_Opening_Kings_English_Variation_Two_Knights_Variation,4,black
True,10,15,2063,2010,c4_Nf6_Nc3_e6_e4,A18,English_Opening_Mikenas-Carls_Variation_2,5,black
True,15,3,1970,2087,d4_f5,A80,Dutch_Defense,2,white
True,10,15,2077,1899,c4_Nf6_Nc3_e6_e4_d5_e5,A18,English_Opening_Mikenas-Carls_Variation,7,white
False,15,0,1780,2015,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,black
False,10,0,1793,2015,d4_Nf6_c4_g6_Nc3_Bg7_e4_d6,E77,Kings_Indian_Defense_Six_Pawns_Attack,8,black
False,10,0,2015,1793,e4_c5_Nf3_Nc6_d4_cxd4_Nxd4_Nf6_Nc3_e5,B33,Sicilian_Defense_Lasker-Pelikan_Variation,10,black
False,10,0,1793,2015,d4_Nf6_c4_g6,E61,Indian_Game_West_Indian_Defense,4,black
False,10,0,2015,1793,d4_g6,A40,Modern_Defense,2,white
False,15,0,1634,1821,e4_d5_exd5_Nf6_c4_c6,B01,Scandinavian_Defense_Panov_Transfer,6,black
False,15,0,1773,1821,e4_d5_exd5_Nf6,B01,Scandinavian_Defense_Modern_Variation_2,4,black
True,15,15,1427,1444,e4_e5_Nf3_Nc6_Bb5_a6_Ba4_b5,C70,Ruy_Lopez_Morphy_Defense_Caro_Variation,8,white
True,15,15,1354,1406,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_f3,B54,Sicilian_Defense_Prins_Variation,9,black
True,10,0,1437,1431,e4_e5_d4_d6,B07,Kings_Pawn_Game_Maroczy_Defense,4,white
True,15,15,1411,1372,e4_e5_Nf3_d5,C40,Elephant_Gambit,4,white
True,15,15,1428,1441,e4_e5_Nf3_Nc6_Bc4,C50,Italian_Game,5,white
True,10,0,1383,1412,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,black
False,15,2,1528,1500,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,black
True,9,5,1543,1426,d4_d6,A41,Queens_Pawn,2,black
True,9,5,1434,1535,d4_Nf6_c4_g6_Nc3_Bg7,E61,Kings_Indian_Defense,6,black
True,9,5,1526,1442,d4_d5_Bf4_c5,D00,Queens_Pawn_Game_Steinitz_Countergambit,4,white
True,9,5,1505,1898,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,white
True,9,5,1895,1507,d4_Nf6_c4_g6_Nc3_Bg7,E61,Kings_Indian_Defense,6,white
True,9,5,1451,1497,d4_Nf6,A45,Indian_Game,2,black
True,9,5,1460,1487,d4_Nf6,A45,Indian_Game,2,black
True,7,3,1447,1501,Nc3,A00,Van_Geet_Opening,1,white
True,7,3,1457,1491,e4_c6_d4_d5_e5_c5,B12,Caro-Kann_Defense_Advance_Variation_Botvinnik-Carls_Defense,6,black
True,7,3,1467,1479,d4_Nf6,A45,Indian_Game,2,black
True,3,15,1785,1483,b4,A00,Polish_Opening,1,white
True,3,15,1487,1781,d4_g6,A40,Modern_Defense,2,black
True,15,5,1491,1749,d4_e6,A40,Horwitz_Defense,2,black
True,10,3,1482,1403,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,white
True,5,20,1528,1500,e4_c6,B10,Caro-Kann_Defense,2,white
True,10,1,1505,1732,d4_e6,A40,Horwitz_Defense,2,black
False,30,0,1500,1505,e4_c6_d4_d5_e5_c5,B12,Caro-Kann_Defense_Advance_Variation_Botvinnik-Carls_Defense,6,black
True,15,5,1436,1495,Nf3_Nf6_e3,A04,Zukertort_Opening_Quiet_System,3,black
True,5,17,1499,1800,d4_Nf6,A45,Indian_Game,2,black
True,10,0,1855,1502,e4_c6_d4_d5_e5_c5,B12,Caro-Kann_Defense_Advance_Variation_Botvinnik-Carls_Defense,6,white
False,15,0,1502,1530,d4_d5_Bf4,D00,Queens_Pawn_Game_Mason_Attack,3,white
False,8,0,1502,1473,d4_e5_dxe5_Nc6_Nf3_Bc5,A40,Englund_Gambit_Complex_Felbecker_Gambit,6,white
False,8,0,1502,1467,d4_b5,A40,Polish_Defense,2,black
False,10,0,1803,1502,e4_c6,B10,Caro-Kann_Defense,2,white
False,10,0,1697,1502,d4_Nf6_c4_g6_Nc3_Bg7_e4_d6,E77,Kings_Indian_Defense_Six_Pawns_Attack,8,white
True,10,0,1493,1416,d4_d6,A41,Queens_Pawn,2,white
True,15,0,1130,1048,e4_e5_Nf3_Nc6_Bb5_a6_Bxc6_bxc6,C68,Ruy_Lopez_Exchange_Variation_Lutikov_Variation,8,white
True,9,8,994,1091,f4_e6_e4,C00,French_Defense_La_Bourdonnais_Variation,3,white
False,10,0,1186,1091,e4_c5_Bc4,B20,Sicilian_Defense_Bowdler_Attack,3,black
True,20,0,1071,891,e4_e5_Nf3_c6,C40,Kings_Pawn_Game_Gunderam_Gambit,4,white
False,20,0,1071,938,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,9,4,987,1125,e4_e5_Nf3_Nc6_Nc3_Nf6,C46,Four_Knights_Game,6,white
True,10,0,1928,1529,e4_e6_d4_d5_exd5,C01,French_Defense_Exchange_Variation,5,white
True,10,0,1684,1734,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,black
True,10,0,1609,1726,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,black
True,10,0,1730,2003,d4_Nf6_c4_e6_Nc3_d5,D35,Queens_Gambit_Declined_Normal_Defense,6,black
True,10,0,1762,1742,e4_e6_d4_d5_e5_c5_c3_Nc6_Nf3_Qb6_a3,C02,French_Defense_Advance_Variation_Main_Line,11,white
True,20,0,1743,2269,d4_d5_c4_Nc6,D07,Queens_Gambit_Refused_Chigorin_Defense,4,black
True,20,0,2268,1744,e4_e6_d4_d5_exd5,C01,French_Defense_Exchange_Variation,5,white
True,10,0,1761,1578,d4_d5_c4_dxc4_e4,D20,Queens_Gambit_Accepted_Saduleto_Variation,5,black
False,15,10,1820,1820,d4_Nf6_c4_e6_Nc3_d5,D35,Queens_Gambit_Declined_Normal_Defense,6,black
False,20,60,1332,1820,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_a6_Bc4,B90,Sicilian_Defense_Najdorf_Lipnitsky_Attack,11,black
False,5,5,1820,2621,e4_c5_Nf3_d6_d4_Nf6,B50,Sicilian_Defense_Modern_Variations_Anti-Qxd4_Move_Order,6,black
False,30,10,2392,1820,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_a6_h3,B90,Sicilian_Defense_Najdorf_Variation_Adams_Attack,11,white
True,10,0,1560,1403,e4_c5_Nf3_Nc6,B30,Sicilian_Defense_Old_Sicilian,4,white
True,10,0,1544,1771,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3_Bc5,C50,Four_Knights_Game_Italian_Variation,8,white
True,10,0,1798,1549,e4_e5_Nf3_Nc6_Bb5_Nf6_Nc3,C48,Four_Knights_Game_Spanish_Variation,7,white
True,10,0,1555,1728,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,black
True,10,0,1568,1515,e4_d5_exd5_Qxd5_Nc3_Qa5,B01,Scandinavian_Defense_Main_Line,6,black
True,10,0,1416,1585,e4_c5,B20,Sicilian_Defense,2,white
True,10,0,1796,1591,d4_d5_c4_e6,D30,Queens_Gambit_Declined,4,white
True,10,0,1607,1455,e4_e5_Nf3_Qf6,C40,Kings_Pawn_Game_McConnell_Defense,4,black
True,10,0,1748,1591,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,black
True,10,0,1588,1230,e4_c5_Nf3_Nc6,B30,Sicilian_Defense_Old_Sicilian,4,white
True,10,0,1576,1573,e4_d5_exd5_Nf6,B01,Scandinavian_Defense_Modern_Variation_2,4,white
True,10,0,1570,1392,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,white
True,10,0,1570,1582,e4_c5_b3,B20,Sicilian_Defense_Snyder_Variation,3,white
True,10,0,1565,1730,e4_e6,C00,French_Defense_2,2,white
True,10,0,1470,1581,e4_c5_Bc4,B20,Sicilian_Defense_Bowdler_Attack,3,white
True,10,0,1571,1505,e4_e5_Nf3_Nc6_d4_exd4_Nxd4,C45,Scotch_Game,7,white
