id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,minutes
cffDTt7A,True,black,10+3,rodrigowski19,1141,zonguldak1980,1309,e4 d6 d4 e5,B07,King's Pawn Game: Maroczy Defense,4,10
6PIA3Fgj,True,white,180+180,chiggen,1381,drakon1,893,e3,A00,Van't Kruijs Opening,1,180
EDTgBNXJ,True,black,10+0,constancero,1974,runcrazex,2243,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
WZyNG54d,True,black,10+0,youredeadmeat,1520,cel22,1794,d4 d5 c4 e6 Nc3 Nf6 Bg5,D50,Queen's Gambit Declined: Modern Variation,7,10
ukU8o43U,True,draw,15+0,innout,1864,elcidestaron,1823,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6,C10,French Defense: Rubinstein Variation |  Fort Knox Variation,10,15
1cyi9WJb,True,white,10+10,bubba83,1488,asker711,1466,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
NrwYGUr6,True,black,10+0,ri_chess,1551,zezo86,1574,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,10
DKTid6RD,True,black,15+0,thepawnsofwrath,1439,nikolay4,1493,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,15
LtgfG9ST,True,black,45+0,xdaw,1531,sjeiben,1677,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5,B32,Sicilian Defense: Loewenthal Variation,8,45
hh5Sx4z3,True,draw,10+0,sedinho,1397,hasan_al-banna,1405,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
Y1fFUYZv,True,black,11+8,nederlander2,1492,fabuloso,1553,d4 Nf6,A45,Indian Game,2,11
OYCX3Dty,True,white,15+0,sarthakmanna,1810,ryzhkovsn,1641,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,15
JO133Y1i,True,white,10+5,clousems,1629,hokagua,1047,d4 e6 c4 d5,D30,Queen's Gambit Declined,4,10
R7UvZNYC,False,white,20+20,zher0,1709,shaeila89,1384,e4 b6,B00,Owen Defense,2,20
Tm9FnTkP,False,black,20+0,kryptik,1518,marcban,1593,e4 g6,B06,Modern Defense,2,20
AZmmXTxY,False,white,150+0,bestman225,1500,apalin,1828,e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8,150
XfTKR1Qb,True,black,10+2,kostastas,1379,thegasmask,1378,e4 c5 Nf3 Nc6 d4,B32,Sicilian Defense: Open,5,10
VdYoSrSw,True,white,15+0,baranornarli,1794,sefrmarzy65,1784,d4 Nf6 c4 d5,D06,Queen's Gambit Refused: Marshall Defense,4,15
vfqEWqq6,True,white,10+0,techhelpstew,1948,madd_hatter,1508,e4 d6 f4,B07,Rat Defense: Harmonist,3,10
0plvCede,False,black,10+0,matiasbaal,1541,xstorm59,2033,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,10
y7mw3Kjq,True,black,10+0,espinete1982,1319,falcon3404,1343,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,10
lVNu3WMF,True,black,10+0,zima1947,1838,inuit_nunaat,2048,e4 e5 Nf3 d5 exd5 e4,C40,Elephant Gambit: Paulsen Countergambit,6,10
dALMKWNB,False,white,30+0,cerseisminge,1397,chessnbreasts,1766,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,30
XLf0PF3H,False,black,10+60,lukarpov,1802,kastorcito,1500,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11,10
2Rg8tLvx,True,white,16+8,nederlander2,1457,carlosestr,1446,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,16
gbaT0U97,True,black,10+0,rhysmc123,1373,jore82,1455,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3,10
f8d3bFPU,True,white,10+0,zhasulan_astana,1743,tangela,1594,d4 Nf6,A45,Indian Game,2,10
8jpzMZBw,True,draw,10+0,alex52100,1002,gerceker200,1092,d4 d6 Nf3 e5,A04,Zukertort Opening: Vos Gambit,4,10
6M0gH6Hy,True,black,10+0,a_p_t_e_m_u_u,1297,pjjjzz,1313,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5,10
c0vK9sas,True,black,10+0,ramin741,1742,khald,1602,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,10
MM8XMS4G,False,black,10+0,mcdaman,1424,meglio_bans,1454,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,10
nTMzwDzA,True,white,10+0,zamuradnisa,1508,engcondor,1237,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10
XLf0PF3H,False,black,10+60,lukarpov,1802,kastorcito,1500,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11,10
2hZLVPEJ,True,white,20+3,giulio76,1726,nuffsaidm8,1709,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3,C02,French Defense: Advance Variation |  Paulsen Attack,9,20
seMNNCJi,True,black,10+0,hallelujahcat,1818,thehutchtouch,1860,d4 d5 Bf4 c5,D00,Queen's Pawn Game: Steinitz Countergambit,4,10
84yCJ5UC,False,black,15+0,amema,2199,runcrazex,2270,e4 g6 d4 Bg7 Bc4,B06,Modern Defense: Bishop Attack,5,15
EK0L0K5t,True,black,10+0,piley159,1148,romacal,1417,d4 d5 c4 c6 cxd5,D10,Slav Defense: Exchange Variation,5,10
eynT1vI3,True,black,10+0,ogl1,1160,sugarmike,1915,d4 Nf6 e4,A45,Indian Game: Omega Gambit,3,10
R6jQ8CRr,True,white,10+0,karpich2411,1524,zher0,1741,g3,A00,Hungarian Opening,1,10
ghixmFbh,True,black,10+10,halma,984,dragonstar1738,1378,d4 d5 e4 dxe4 f3,D00,Blackmar-Diemer Gambit: Gedult Gambit,5,10
kgSDfYw2,True,black,10+0,kellyclarkson,1359,lbzmosh,2109,e4 c6,B10,Caro-Kann Defense,2,10
mVQaOwE8,True,black,15+15,gosha2010,1383,cape217,1360,e4 c5 Nf3 d6 Bb5+,B51,Sicilian Defense: Canal-Sokolsky Attack,5,15
V16nc5AF,True,white,15+15,dangerflaps,1186,sassou,1223,e4 Nf6 Nc3 e5 f4,C28,Vienna Game: Vienna Gambit,5,15
XuT1OFFF,True,white,10+0,lawrenman,1692,jonathandoria,1219,d4 d5 c4 c6,D10,Slav Defense,4,10
E9xiPEZK,True,white,10+0,amateur_pawn_star,1457,dav54,1550,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
81bZw6Ew,False,black,25+3,chessaurio,1922,amirhossein2014,1731,e4 c5 Nf3 d6 c3,B50,Sicilian Defense: Delayed Alapin,5,25
ROPmLYZ9,True,white,20+10,federermagic01,2099,mailsupriya,1829,Nf3 d5 g3 Nf6,A08,King's Indian Attack,4,20
7zT7fKqD,True,black,10+0,carlosamadorsanchez,1141,nayef-26,1098,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,10
aBdUnSrh,False,white,10+8,emigrate,1500,vivacaligula,1500,e4 d5 exd5 Nf6,B01,Scandinavian Defense: Modern Variation #2,4,10
CN7Op46N,True,white,15+0,rodrigowski19,1193,valibulin,912,e4 g6,B06,Modern Defense,2,15
9GHWkvzE,True,white,10+0,poocasso,1427,jorasa2000,1359,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8,10
fkRcJfzN,True,white,10+0,nico6,1099,ludast,1222,d4 Nf6 f3,A45,Paleface Attack,3,10
Ne7HNRxk,False,white,180+180,iggy,1500,astronautearl101,1301,d3,A00,Mieses Opening,1,180
dvespgYu,True,white,10+0,gqueen,2034,sktfaker,1747,d4 Nf6 c4 e6 Nf3 b6,E12,Queen's Indian Defense,6,10
267g7xQn,True,white,10+0,dhernandez101,1418,spencer23,1419,e4 Nc6 Nf3 e5 Bc4,C50,Italian Game,5,10
uSFCK1Ib,False,black,180+0,krishchennai93,1808,sud3457,1191,e4 d5,B01,Scandinavian Defense,2,180
qFDw7Qse,True,black,10+0,the_chance_man,1616,bocadagod,1588,d4 d5 c4 e6 Nc3 Nf6 Nf3,D37,Queen's Gambit Declined: Three Knights Variation,7,10
WXzfpoWV,True,white,10+0,userx100,1309,luisperez666,1314,e4 e5 f4 Qh4+ g3,C30,King's Gambit Declined: Keene's Defense #2,5,10
krLty8qs,True,white,10+0,chesskhovtsev,1537,mellowg7,1495,c4 e6,A13,English Opening: Agincourt Defense,2,10
HWapmqUt,True,white,10+0,marenno,1349,mazpharaoh,1359,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
5rFE06Ga,False,black,10+8,totonut,1868,jbosch,1662,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,10
zXjVnIUc,True,black,10+0,mate69,2064,bobc,1968,d4 Nf6 Nf3 g6 Bf4,A48,London System,5,10
DQgajKuw,True,white,10+0,miguelhopkins,1570,bocadagod,1600,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3,B90,Sicilian Defense: Najdorf Variation |  English Attack,11,10
ZSUzhRPE,False,white,10+0,chess-brahs,1950,ya_boy_agent,2212,Nh3,E00,Amar Opening,1,10
LQWMHv13,True,black,10+0,pooperic,1116,newbieee,1247,e4 c6,B10,Caro-Kann Defense,2,10
fARHwh1J,False,black,15+10,xlmichael,1829,ahmad1,1641,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8,15
8HGqt5cf,True,white,10+0,lynnpv,1878,magnosouza,1720,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
TGAw6XaL,True,white,10+0,superyoid,1546,falcon3404,1357,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,10
kJtVFmOf,True,black,10+0,blueavocado,1852,dkattir,1855,d4 d5 c4 e5,D08,Queen's Gambit Refused: Albin Countergambit,4,10
Zq3HBUYe,True,black,15+15,alexkel,1557,shadowdatsas,1566,e4 c5 Nf3 d6,B50,Sicilian Defense,4,15
FNHP214C,True,black,25+0,feryred,1527,thatguythatistr,1558,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,25
IVplPQB8,True,black,10+5,lavinia5,1500,mashi,1369,Nc3 e5 e4 Nc6 Bc4 Nf6 Nf3 Bc5,C50,Four Knights Game: Italian Variation,8,10
OkAEn8YJ,True,black,10+0,robixy,2121,albert_vicario,2086,e4 c6 d4 d5 exd5,B13,Caro-Kann Defense: Exchange Variation,5,10
GP6th0Wd,True,black,10+0,bahakz_32,1568,gambitsforlife,1653,d4 d5,D00,Queen's Pawn Game,2,10
JMlZ0HD0,True,white,15+0,bpgbcg,1904,abolith,1846,d4 d5 c4 Nf6,D06,Queen's Gambit Refused: Marshall Defense,4,15
EpnGLcxN,True,white,15+15,curseofthesadmonk,1608,raxis,1500,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6,15
OcVic5PN,True,black,30+5,brichess,1219,totti,1339,f4,A02,Bird Opening,1,30
5iaWzRkK,True,black,150+0,ioanasg,1606,sjeiben,1686,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,150
IXaGMTT8,True,black,15+0,gasdvbn,1885,doraemon61,2261,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,15
a4aKepiK,True,white,15+0,blazingdragon,1567,monah11,1632,e4 c6,B10,Caro-Kann Defense,2,15
iCq06qa3,False,white,15+5,elnazjavaheri,1500,ducksandcats,1821,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 Bf4,B13,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,11,15
dkfR92Ei,True,black,20+0,hightwaytohell,1575,achikotetunashvili,1640,e4 e5 Bc4,C23,Bishop's Opening,3,20
sfeyoLzl,False,white,15+0,jesusarmy8,1548,ducksandcats,1842,e4 c6 d4 d5 e5,B12,Caro-Kann Defense: Advance Variation,5,15
GjmgnTPq,True,black,10+5,klip98,2161,habboush,2077,c4 c5,A30,English Opening: Symmetrical Variation,2,10
6pMreZVx,True,black,10+0,husref,1746,vanirof,1815,b4 Nf6 Bb2 g6,A00,Polish Opening: King's Indian Variation,4,10
uKNqVSYu,False,white,30+0,daerka,1301,jara_h,1571,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,30
NqeIy09j,False,black,10+0,mrunank,1609,ahmadirr,1657,c4 e6,A13,English Opening: Agincourt Defense,2,10
N572gIDZ,True,black,10+0,magnus,1637,dogmang,1462,d4 Nf6 Nf3 d5 Bf4,D02,Queen's Pawn Game: London System,5,10
ghFqNOef,True,white,11+0,thecastle,1796,anatoliy287,1669,d4 Nf6 c4 d5,D06,Queen's Gambit Refused: Marshall Defense,4,11
VdQFdHSj,True,white,20+3,katusha666,1503,nuffsaidm8,1664,e4 e6 Nf3 d5 Nc3,C00,French Defense: Two Knights Variation,5,20
0xEGHw2W,True,white,10+0,jackinnet,1739,dhernandez101,1395,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11,10
FrWEwMi0,True,black,20+0,boro-i-ramiz,1994,slowpoke123,2160,d4 f5,A80,Dutch Defense,2,20
gpBefNlG,True,black,30+0,bigbiscuit599,1440,tuco84,1693,e4 e5 d4 exd4 c3,C21,Danish Gambit,5,30
XvGtFLEG,False,white,10+0,thegreatman06,1925,anton1989,1457,d4 d6,A41,Queen's Pawn,2,10
bVj2lZ5Y,True,black,11+0,rajrk,1591,alexmalando,1834,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,11
7N4m1Wfd,False,black,10+0,chummers249,1500,trouty1997,1703,Nc3 e5 e4 Nc6 Bb5 a6 Bxc6 dxc6 Nf3,C68,Ruy Lopez: Exchange Variation |  Keres Variation,9,10
0y4ZTQ2R,True,white,30+0,alpervsmagnus,1428,caramba,1666,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bb5+,B80,Sicilian Defense: Scheveningen Variation |  Vitolins Variation,11,30
g2JL66dz,True,black,10+0,loukas435,1804,ronjas,2222,d4 Nf6,A45,Indian Game,2,10
y9wlcm2Y,False,black,10+0,gtwoo,1344,dedy78,1294,e4 c5,B20,Sicilian Defense,2,10
u0FzSAO8,True,black,10+0,thelordoftheboard,2373,chesscarl,2356,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,17,10
qmuRdEy2,False,draw,10+5,jakubsagitario17,1500,sharphunter,1457,c4 e5 Nc3 Nf6 g3 d5,A22,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6,10
6zKgU3yC,True,black,15+0,nikkitah,1750,stunning_star,1722,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5,C45,Scotch Game: Scotch Gambit |  Advance Variation,9,15
XpjeAYkl,True,white,10+0,siggicv8,1241,hus1972,1112,e4 e6,C00,French Defense #2,2,10
CxusjvCd,True,black,10+15,ijacob,2033,klip98,2148,e4 b6,B00,Owen Defense,2,10
2XP2aJXj,True,black,15+10,juansnow,1572,skalamoosh,1874,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6,D43,Semi-Slav Defense,8,15
cqnQ4vsN,True,white,10+0,e6d4,2017,fabiosoares,1989,d4 Nf6 c4 e6 Nc3,E20,Nimzo-Indian Defense #2,5,10
HjUUXB88,True,black,20+0,kiasar,1693,aboud,1903,e4 c5 Nf3 d6,B50,Sicilian Defense,4,20
qOhHwH0M,True,white,15+10,leninredstar,1627,johnny_kensington,1661,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,15
JtZ9kUoZ,True,black,15+0,cerseisminge,1387,stas777333,1296,e4 c5 Nf3 b6,B27,Sicilian Defense: Katalimov Variation,4,15
f3jueh6V,True,white,15+2,felipe_freires,2126,luismiarequipa,2072,d4 Nf6 c4 e6 Nf3 b6 e3,E14,Queen's Indian Defense: Spassky System,7,15
sEqxoP98,True,white,10+60,divu7,1615,mini23,1731,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5,10
3zPdO0ee,True,white,10+0,adatene,1603,fjpadron,1609,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6,C51,Italian Game: Evans Gambit Declined,8,10
yJ64KTDZ,True,black,10+0,chesswith666,1038,pavel240208,1380,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,10
WEpjCDKe,True,white,10+0,paulll,2030,helenki,1400,e4 d5 exd5 Nf6,B01,Scandinavian Defense: Modern Variation #2,4,10
eRP0V48d,True,white,15+0,daniyal_rysaev,2022,tunisinov,1989,d4 d5 c4 dxc4,D20,Queen's Gambit Accepted,4,15
XfOgO2ad,True,white,10+0,hd_aslani,1453,pinetoscacchi,1385,e4 e5 Bc4 Nf6,C24,Bishop's Opening: Berlin Defense,4,10
dn2wv90o,True,black,10+0,santarsiero,1558,schneetatze,1372,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3,C02,French Defense: Advance Variation |  Paulsen Attack,9,10
jpSijd8h,True,white,15+0,smekailo,1554,gameboymaster49899,1713,d4 d5 Nf3 c5,D02,Queen's Pawn Game: Krause Variation,4,15
DuSEaxaU,True,white,10+0,verikt,1858,poocasso,1450,e4 e6 Nf3,C00,French Defense: Knight Variation,3,10
8AkTLLt9,False,white,15+5,pandavader_1,989,synt3grate,1362,e4 e5 Nf3 Nc6 Bb5 a6 Ba4,C68,Ruy Lopez: Columbus Variation,7,15
3ltDbykZ,True,white,10+0,eddie_marx,2078,evan_h1234,1351,e4 c5 b4 cxb4 a3,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5,10
ufcR4HPD,True,white,25+0,elvis1997,2109,valera1954,2028,e4 Nc6 Nf3 e5 d4 exd4 Nxd4 Bc5,C45,Scotch Game: Classical Variation,8,25
MlA3y0nH,True,white,30+30,marstem,1891,kerese1980,2106,b3 e5 Bb2,A01,Nimzo-Larsen Attack: Modern Variation #2,3,30
5XEAo55z,True,black,10+0,camus_1,1801,lon123456789,1976,d4 f5 c4 Nf6 Nc3,A85,Dutch Defense: Queen's Knight Variation,5,10
28IaxX3k,False,black,45+0,cowcowcuw123,2030,fischer5000,1641,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8,45
Ga5g6u8c,False,white,10+0,hamedbriki,1970,nirab,1500,e4 e5 Nf3 d5,C40,Elephant Gambit,4,10
n3dcrxg4,True,black,15+10,calcioscacchi,1570,irishman012,1692,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5,15
elfEa1pg,True,draw,10+0,linconnu,1588,skulll1,1696,a3,A00,Anderssen Opening,1,10
D48aZApq,True,black,10+0,icecreamdealer,1779,houra,1496,e4 d5 exd5 Nf6,B01,Scandinavian Defense: Modern Variation #2,4,10
mt9m7X5R,True,white,10+0,aleph6,1667,nietzschess,1371,d4 f5,A80,Dutch Defense,2,10
2icRDIZI,True,black,10+0,bomardan,1589,tfeng,1569,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bf4,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,9,10
wZf7MIFt,True,black,10+0,saviter,1707,episode,1699,e4 e6 d4,C00,French Defense: Normal Variation,3,10
nG3Of11I,True,white,15+5,oldpaths,1544,trump216bc,1461,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,15
cgvu92ui,True,white,10+1,dubac___3,1679,erikweisz,1398,g3,A00,Hungarian Opening,1,10
nCjGdt4W,True,black,10+0,paciano2017,2188,futuro_gm22,2168,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3,C88,Ruy Lopez: Closed |  8.c3,15,10
HhLijTF2,True,white,10+0,jauis,1599,tangela,1607,d4 Nf6 Nf3 e6 e3,A46,Yusupov-Rubinstein System,5,10
gxzn5ILf,False,white,10+0,chesskhovtsev,1661,wozza,1500,c4 e6,A13,English Opening: Agincourt Defense,2,10
cXPlDJbB,True,black,180+180,kigasu0424,1500,zuul,1584,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3,180
bQqGxopf,True,white,10+0,rascasserouge,1283,ethan_3f,1422,e4 d5,B01,Scandinavian Defense,2,10
k7hb4YTt,True,black,10+0,aarya143,1449,destroyer999,1453,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Bb4+,C21,Danish Gambit Accepted |  Copenhagen Defense,10,10
57CfXLeQ,True,black,10+0,kyanh,1570,almanya_online,1611,d4 g6 e4 d6 Nf3 Bg7 c3,B06,Modern Defense: Geller's System,7,10
HtbtHWUK,True,draw,10+0,youralterego,2277,mkitsimple,1893,c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,7,10
28gf4cw0,True,white,10+0,dma54,1368,nitink1,1512,e4 e5 Bc4 Nc6 Nf3 h6,C55,Italian Game: Anti-Fried Liver Defense,6,10
lBtJtnzU,False,white,10+0,zen3000,1500,billye,1178,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
7lUJ2R7V,True,white,12+10,smilsydov,2182,ggcarmelo,1688,d4 d5 c4 e6 Nc3,D31,Queen's Gambit Declined: Queen's Knight Variation,5,12
QKYA1ybA,True,black,30+0,rey-santos,1462,fazouane,1249,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4,30
X49HDQxo,True,white,20+5,nuffsaidm8,1643,peibol,1611,d4 d5 c4 Nf6 Nc3 c6 Bg5 e6 Nf3 h6 Bh4,D44,Semi-Slav Defense: Anti-Moscow Gambit,11,20
UnjCPtIE,True,white,20+3,nuffsaidm8,1662,feadai,1542,d4 c5,A43,Old Benoni Defense,2,20
rsgQk480,True,white,10+0,brorael357,1341,vrokh,1424,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,10
fsRCfZs8,True,black,10+0,krobbi,1725,s-a,1896,e4 c5 c3,B22,Sicilian Defense: Alapin Variation,3,10
1R6OniJM,True,white,10+0,ri_chess,1576,truud10,1437,e4 c5 Nf3 Nc6 d4,B32,Sicilian Defense: Open,5,10
MocI97S6,True,white,10+0,hd_aslani,1462,kasparof09,1465,e4 c5 a3,B20,Sicilian Defense: Mengarini Variation,3,10
h8spOPAo,True,white,10+0,ea00,1069,tbrenzel,1295,d4 g6,A40,Modern Defense,2,10
s1y7uuQ4,True,black,20+0,lkasperbauer,1150,masseik,1202,e3,A00,Van't Kruijs Opening,1,20
u1vZFHlL,True,white,10+0,vindiomax,1251,moty1,1166,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
AKqNMl1e,True,black,10+5,mitchell82,2225,anejbegunje,2207,e4 c5 Nf3 d6 c3,B50,Sicilian Defense: Delayed Alapin,5,10
KCkUGpOT,True,white,15+5,hidanao,1527,mashi,1371,e4 e5 Nf3 Nc6 Bb5 Bc5,C64,Ruy Lopez: Classical Variation,6,15
vfqEWqq6,True,white,10+0,techhelpstew,1948,madd_hatter,1508,e4 d6 f4,B07,Rat Defense: Harmonist,3,10
v5sCEAao,True,black,15+0,baranornarli,1803,mra_py,1859,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,15
zXjVnIUc,True,black,10+0,mate69,2064,bobc,1968,d4 Nf6 Nf3 g6 Bf4,A48,London System,5,10
NNcoeUsL,True,white,10+0,potatietots,1560,cullarvega,1661,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
WKr0hmzw,True,black,10+0,raposaakatsuki,1543,wellsaid,2087,d3,A00,Mieses Opening,1,10
Lhso0TKA,True,white,15+10,zynko,1506,almachess,1588,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,15
1WOFbFWn,True,white,11+5,jeffersondarcy1,1546,amdrood,1601,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3,C02,French Defense: Advance Variation |  Paulsen Attack,9,11
6Mge5bg1,False,white,30+0,leonrades,1999,zmflavius,1450,e4 e5 Nf3 Nf6 Bc4 Nc6 O-O Bc5 c3,C53,Italian Game: Classical Variation |  Albin Gambit,9,30
dSNROQzM,True,white,15+10,meme_master,1631,sadlittleturtle,1711,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5,C45,Scotch Game: Classical Variation,8,15
soOvu1BQ,False,black,10+10,mindfulgaze,1076,thechessdetective,1770,e4 e5 Bc4 Nf6 d4,C24,Bishop's Opening: Ponziani Gambit,5,10
2F8zcvKW,False,black,15+15,canexd,1104,rompirio,1419,c4 d6 Nc3 g6 d4 Bg7,A41,Modern Defense,6,15
HFU7qpDE,True,white,15+15,cooldude1200,1083,ertefer,1218,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5,15
V2XsDjnU,False,draw,10+0,iv11,1744,ranger440,1482,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4,10
i7FcI1fl,True,white,10+0,babblingboy,1450,chessenthusiast07,1121,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4,C46,Four Knights Game: Italian Variation,7,10
pV18ADPQ,False,draw,150+8,willoh101,1505,flaizhen,1500,d4 d5 Nc3 Nf6,D01,Queen's Pawn Game: Chigorin Variation,4,150
Su3yQC2v,False,black,150+60,ascarllsiul,1492,ramin6009,1500,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,150
Z1CTghfR,True,white,15+15,sassou,1223,agilm,1189,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11,15
LTCAxgAU,True,black,30+30,ep14n05t,1584,marstem,1864,d4 Nf6 Nf3,A46,Torre Attack #2,3,30
c9SiOFTa,True,black,10+0,thehutchtouch,1839,daffa16,1632,d4 f5,A80,Dutch Defense,2,10
9JfGPQoA,True,black,10+5,b6a8h,1620,adikamat,1817,c4 e5 Nc3 Bb4,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4,10
u8RQmlwz,True,draw,15+5,lapeque,1291,kasparovd0311,1451,e4 e6 d4 d5 e5 c5 c3,C02,French Defense: Advance Variation #2,7,15
6seASI7Z,True,black,10+0,destroyer999,1466,iliass2016,1741,e4 e6 d4 d5 e5 c5 c3,C02,French Defense: Advance Variation #2,7,10
SpKLaYXd,False,white,10+0,jacr42,1492,shadow1031,1407,d4 d5 Nc3,D00,Queen's Pawn Game: Chigorin Variation,3,10
9VNunU3S,False,white,10+5,schachmalanders,2401,pietaritamminen,1416,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3,B56,Sicilian Defense: Modern Variations,9,10
