id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
h0um0i0j,TRUE,white,8+0,patrikfodor,1588,b6a8h,1632,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
cLMSAWe9,TRUE,white,5+5,piotrtchaikovsky,1619,b6a8h,1644,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4
BQepq4BZ,TRUE,black,8+5,b6a8h,1653,badbishopjones,1716,c4 e5 Nc3,A21,English Opening: King's English Variation |  Reversed Sicilian,3
4doHNQJH,TRUE,white,5+8,myzika51,1783,b6a8h,1660,d4 d5 c4 c6 Nc3,D10,Slav Defense #2,5
79Ariy0a,TRUE,white,5+8,rassem,1806,b6a8h,1667,e4 d5 exd5 Qxd5 Nc3 Qa5,B01,Scandinavian Defense: Main Line,6
Z9HgZnbT,FALSE,white,5+5,b6a8h,1667,isidore,1352,c4 d5 cxd5 e6,A10,English Opening: Anglo-Scandinavian Defense |  Loehn Gambit,4
g1YP9qGX,TRUE,black,10+0,chuckcj,1751,scooberftw,1744,d4 Nf6,A45,Indian Game,2
hv3yBABa,TRUE,white,10+0,felipeaq1999,1711,scooberftw,1757,d4 Nf6 c4 c5 d5 e6,A60,Benoni Defense: Modern Variation,6
JvDT70AZ,TRUE,black,10+0,scooberftw,1768,shafara,1743,e4 e6 d4,C00,French Defense: Normal Variation,3
tYTLvHhZ,TRUE,draw,10+0,scooberftw,1766,marcusfontaine,1852,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5,B44,Sicilian Defense: Paulsen Variation |  Szen Variation,9
7nXvS6Sh,TRUE,white,15+0,jeronemo12345,1581,leo29392,1798,d4 d5 c4 Nc6 Nc3,D07,Queen's Gambit Refused: Chigorin Defense #2,5
zI7tlq3z,TRUE,white,8+0,jeronemo12345,1572,clayssoncps,1454,d4 d6,A41,Queen's Pawn,2
UOM9lvpa,TRUE,black,10+0,cullarvega,1606,jeronemo12345,1571,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4
9BmQJ0kS,TRUE,white,10+0,jeronemo12345,1563,alefmarques,1462,d4 e6 c4 d5 Nc3,D31,Queen's Gambit Declined: Queen's Knight Variation,5
vaB8meix,TRUE,black,10+0,darkgold,1468,jeronemo12345,1553,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
jrKn3d3J,TRUE,black,10+0,jeronemo12345,1562,gronen,1651,d4 d5 c4 e6 Nc3 Nf6 Nf3,D37,Queen's Gambit Declined: Three Knights Variation,7
rDgwtFEJ,TRUE,black,10+0,jeronemo12345,1570,zamis,1705,d4 d5 c4 dxc4 Nc3 Nc6,D07,Queen's Gambit Refused: Chigorin Defense #3,6
ew4e0wrO,TRUE,black,15+0,xamio,913,tainamurilo,1058,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4
bLk5i2Gh,TRUE,white,17+0,sonnyc,1154,xamio,920,e4 b6,B00,Owen Defense,2
w6UyNCaq,TRUE,white,6+6,lancelot76,1417,xamio,921,Nc3 e5,A00,Van Geet Opening: Reversed Nimzowitsch,2
NuErSoyu,TRUE,black,20+0,xamio,930,amerchan,1099,e4 e6,C00,French Defense #2,2
s1nG5xfy,TRUE,white,10+8,tiger_snark,1208,xamio,936,e4 g6,B06,Modern Defense,2
fmrk4Zij,TRUE,black,20+0,xamio,944,taras1814,1151,e4 e5 Nf3 Nc6 Nc3 Nf6 d4,C47,Four Knights Game: Scotch Variation,7
FFqcHmKC,TRUE,black,5+8,xamio,948,mentalist999,1271,e4 Nf6 Nc3 e5 Nf3 Nc6,C46,Four Knights Game,6
b5N7z77e,TRUE,black,15+15,xamio,951,stroyprospekt,1367,e4 e5 Nf3 Nc6 Bc4 Bc5 d4,C50,Italian Game: Rosentreter Gambit,7
f1jjj2Et,TRUE,white,13+5,antipova92,1200,xamio,958,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3
DZsimp1h,TRUE,white,15+0,leptiantdu29,815,xamio,982,e4 e5 Nf3,C40,King's Knight Opening,3
p0R9zkIT,TRUE,black,5+8,xamio,999,wiseoldking,967,e4 e5 Nf3 f6,C40,King's Pawn Game: Damiano Defense,4
Y37Qw9QN,TRUE,white,15+0,valen0k,1470,xamio,1001,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3
ZdoDhyEV,TRUE,white,15+0,xamio,967,valen0k,1491,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
myQRlURY,TRUE,white,15+0,valen0k,1490,xamio,969,e4 c5,B20,Sicilian Defense,2
EL2fb7qC,TRUE,black,7+8,xamio,976,kschmidt4,1226,e4 e5 f4 exf4 Nf3 Nf6,C34,King's Gambit Accepted |  Schallopp Defense,6
LU9gpaJJ,TRUE,white,15+8,elboukak,1240,xamio,982,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3
Qe5BZiYG,TRUE,white,15+0,eggleston,1421,xamio,985,e4 c5 Nf3 g6,B27,Sicilian Defense: Hyperaccelerated Dragon,4
jScFAatr,FALSE,black,30+5,xamio,985,bas9840,1172,e4 d5,B01,Scandinavian Defense,2
2IhmhnCN,FALSE,white,30+5,bas9840,1172,xamio,985,d4 e5,A40,Englund Gambit,2
qe2ckEEw,TRUE,white,15+5,satnot,1299,xamio,991,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3
a2b8WlfS,TRUE,white,10+2,xamio,967,tundrawanderer,1078,e4 e6 Nc3,C00,French Defense: Queen's Knight,3
bTU3UicY,TRUE,white,180+0,carlosz,1427,xamio,970,e4 e5 Bc4 Nc6 Nf3 Nf6 Ng5,C57,Italian Game: Two Knights Defense |  Knight Attack,7
ZfVrfVdt,TRUE,black,10+0,theflayer,1289,lawrenman,1732,e4 e6 d3,C00,French Defense: King's Indian Attack,3
EeZYQfn0,TRUE,white,10+0,arken,1940,lawrenman,1738,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3
YoyvBr0u,TRUE,black,10+0,morphyagain,1927,lawrenman,1718,e4 e6 Nf3,C00,French Defense: Knight Variation,3
BXhVGOGZ,TRUE,white,10+0,lawrenman,1706,winterfiyer,1700,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5
OekLT0Mu,TRUE,white,10+0,lawrenman,1696,rzarey,1623,d4 e6 c4 Nf6 Nc3,E20,Nimzo-Indian Defense #2,5
jJAyv4H2,TRUE,white,10+0,arken,1906,lawrenman,1702,e4 e6 Nf3,C00,French Defense: Knight Variation,3
AsDpeJqG,TRUE,white,10+0,lawrenman,1694,thorgamma_base,1545,d4 d6 c4,A41,Old Indian Defense,3
zSgU8l8d,TRUE,white,10+0,lawrenman,1685,apostador,1579,d4 d5 c4 e5,D08,Queen's Gambit Refused: Albin Countergambit,4
UQsltTUV,TRUE,white,10+0,monteiro87,1957,lawrenman,1688,d4 e6 c4 d5 Nc3 c6,D31,Semi-Slav Defense: Accelerated Move Order,6
Kf2xbRZA,TRUE,white,10+0,kasiv,1922,lawrenman,1693,d4 e6 e4 d5 Nc3 dxe4 Nxe4 Nd7,C10,French Defense: Rubinstein Variation |  Blackburne Defense,8
XuT1OFFF,TRUE,white,10+0,lawrenman,1692,jonathandoria,1219,d4 d5 c4 c6,D10,Slav Defense,4
TtsLcVlP,TRUE,white,10+0,mileia,1840,lawrenman,1699,e4 e6 Nf3 d5 d4 dxe4 Ne5,C01,French Defense: Carlson Gambit,7
TRofzVSK,TRUE,black,10+0,lawrenman,1720,goldgamer777,1383,d4 d6 c4 e5 dxe5 Nc6,A41,Rat Defense: English Rat |  Lisbon Gambit,6
AObvyEUG,TRUE,white,10+0,penguinnom,1716,lawrenman,1732,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
J9wpsS4u,TRUE,black,10+0,lawrenman,1754,hpustela,1263,d4 e6,A40,Horwitz Defense,2
RMRmTQZ5,TRUE,white,10+0,sputnik_monroe,2021,lawrenman,1759,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
dpzPmEJM,TRUE,white,10+0,lawrenman,1740,topsi88,1920,d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Nf3 O-O,E50,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred,10
e77vHHBZ,TRUE,white,10+0,arielmendezp,1695,lawrenman,1754,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nd7,C10,French Defense: Rubinstein Variation |  Blackburne Defense,8
bqczC9if,TRUE,white,10+0,lawrenman,1735,topsi88,1929,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 c5,E50,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred,10
09a835pw,TRUE,black,10+0,wetcardboardbox,1615,lawrenman,1727,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3
PXuw1Nza,TRUE,black,10+0,lawrenman,1731,wqf7,1978,d4 e6 c4 d5 Nc3 Bb4 e3 Nf6 Nf3 O-O Bd3 c5 O-O Nc6,E56,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense,14
zjPGfyjB,TRUE,white,10+0,tuntun,1905,lawrenman,1738,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
wbq9uVrq,TRUE,white,10+0,lawrenman,1731,me0,1560,d4 Nf6 c4 d5,D06,Queen's Gambit Refused: Marshall Defense,4
DfkAEil7,TRUE,white,10+0,lawrenman,1721,arielmendezp,1661,d4 Nf6 c4 g6 Nc3 Bg7,E61,King's Indian Defense,6
eYv8E8Nl,TRUE,white,10+0,tuntun,1912,lawrenman,1713,e4 e6 Nf3,C00,French Defense: Knight Variation,3
wYLaqJg9,TRUE,white,10+0,abhijeet24,1898,lawrenman,1719,e4 e6 d4 d5 e5 c5 c3 Nc6 Bd3 Qb6 Nf3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
jzMzRkaZ,TRUE,black,10+0,lawrenman,1724,wqf7,1958,d4 e6 c4 d5 e3 Nf6 Nc3 Bb4 Nf3 O-O Bd3 c5 O-O Nc6,E56,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense,14
9ONcfqDD,TRUE,black,10+0,acrux,1599,lawrenman,1716,d4 e6,A40,Horwitz Defense,2
Fr3u2Rka,TRUE,white,10+0,lawrenman,1707,nuc21nuc,1586,d4 Nf6 c4,A50,Indian Game: Normal Variation,3
ILiTP0Kh,TRUE,black,10+0,lawrenman,1725,runkandtoned,1457,d4 Nf6 c4 c5,A56,Benoni Defense,4
8AZYFysE,TRUE,draw,10+0,lawrenman,1717,morphyagain,1985,d4 Nf6 c4 g6,E61,Indian Game: West Indian Defense,4
3GeVrkeA,TRUE,white,10+0,newton65,1757,lawrenman,1728,d4 e6 c4 d5,D30,Queen's Gambit Declined,4
9d7BUXAN,TRUE,white,10+0,lawrenman,1724,putinchileno,1438,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
UDubz9aR,TRUE,black,10+0,lawrenman,1728,honzarusnak,2027,d4 e6 c4 b6,A40,English Defense,4
zNYEOUt0,TRUE,white,10+0,eltucutuco,1841,lawrenman,1737,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nd7,C10,French Defense: Rubinstein Variation |  Blackburne Defense,8
W6DYWibB,TRUE,black,10+0,lawrenman,1748,black_slonik,1764,d4 d5 c4 e5 dxe5 d4 Nf3,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
OjP6AMDc,TRUE,white,10+0,x-karpov,1321,lawrenman,1771,e4 e6 Nf3 d5 Nc3,C00,French Defense: Two Knights Variation,5
tJ85BHjA,TRUE,white,10+0,lawrenman,1770,eltrist22,1249,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5
QYa86ijK,TRUE,black,10+0,x-karpov,1334,lawrenman,1768,e4 e6 Nf3 d5 e5 c5 d4,C02,French Defense: Advance Variation |  Nimzowitsch System,7
EIO5zREu,TRUE,black,10+0,kostya37,1426,lawrenman,1764,e4 e6 Nf3,C00,French Defense: Knight Variation,3
a9IXTovC,TRUE,white,10+0,lawrenman,1761,downmood,1415,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
xNb5PvIa,TRUE,white,7+3,gil,1387,omniomega77,1546,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
IZ2FmaX4,TRUE,white,7+3,omniomega77,1542,jdundore,1284,e4 e6 Nc3,C00,French Defense: Queen's Knight,3
wVko6Vpc,TRUE,black,7+3,jdundore,1346,omniomega77,1536,e3,A00,Van't Kruijs Opening,1
h0k2CgjF,TRUE,white,7+3,omniomega77,1529,jdundore,1500,d4 b6,A40,English Defense #2,2
mDTN7C2h,FALSE,white,20+5,hamekasi,1981,drew666,1109,e4 e5 f4,C30,King's Gambit,3
3eKh5tm8,TRUE,white,12+10,steel155,1451,drew666,1135,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
N05O4JMj,TRUE,black,30+5,drew666,1143,thor401025,1718,d3,A00,Mieses Opening,1
A1zav2JT,TRUE,white,20+0,smokedog,1233,drew666,1257,e4 f6,B00,Barnes Defense,2
gYNkZgNi,FALSE,black,20+180,tispe,1470,drew666,1257,d4 d5 e3 Nf6,D00,Queen's Pawn Game #3,4
FHvQD9mq,TRUE,draw,10+15,schuler,1414,drew666,1159,e4 g6 d4 Bg7,B06,Robatsch (Modern) Defense,4
zHtWQCJh,TRUE,black,8+8,drew666,1500,kleberdias,1250,g4,A00,Grob Opening,1
oOAF4050,TRUE,white,15+0,artificialreality,1073,zizzygal,1242,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
gONOwpjH,FALSE,white,15+5,houdini1ply,2334,i-am-chess21,1346,e4 Nc6 Nf3,B00,Nimzowitsch Defense |  Declined Variation,3
XXGazY8T,FALSE,white,25+0,gandoulf,1364,anuj-8,1500,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3
Un9h6asJ,FALSE,black,5+8,anuj-8,1500,behnam2523,1500,e4 e5 Nf3 Nc6 Nc3 g6,C46,Three Knights Opening: Steinitz Defense,6
3lv0sG1e,FALSE,black,20+60,anuj-8,1500,abricot,1500,e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7,B08,Pirc Defense: Classical Variation,8
uJLmuxML,TRUE,white,180+180,bluejaymo,1337,kaykay123,1662,e3,A00,Van't Kruijs Opening,1
MU3gkeYa,TRUE,white,180+180,kaykay123,1500,bluejaymo,1500,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3
MX3ucBYQ,FALSE,white,20+30,kabeljaukrieger,2077,starofdavid,1629,d4 d5 c4 e6 Nc3 Nf6 cxd5,D35,Queen's Gambit Declined: Exchange Variation,7
IQEo7oPG,TRUE,draw,10+0,dedy78,1304,edu_r,1287,e3 d5 d4,D00,Queen's Pawn Game #2,3
2xY3WszC,TRUE,black,10+0,dedy78,1317,edu_r,1246,c4 e5 e4,C20,English Opening: The Whale,3
mNE1U7MB,TRUE,black,10+0,edu_r,1277,dedy78,1307,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
PAansThU,TRUE,white,10+0,dedy78,1296,edu_r,1315,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3
HpdC8WXR,TRUE,white,10+0,edu_r,1267,dedy78,1307,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
y9wlcm2Y,FALSE,black,10+0,gtwoo,1344,dedy78,1294,e4 c5,B20,Sicilian Defense,2
9BheVDIp,TRUE,black,8+0,dedy78,1307,kamma,1218,c3,A00,Saragossa Opening,1
zZUY9tOG,TRUE,white,8+0,dedy78,1295,perseidon,1304,c3,A00,Saragossa Opening,1
GhsZZFkY,TRUE,white,8+0,kiross2015,1327,dedy78,1305,b3,A01,Nimzo-Larsen Attack,1
2IuCXdxX,TRUE,black,10+0,paranormalsk1ll,1235,dedy78,1296,e3,A00,Van't Kruijs Opening,1
uYp79sle,TRUE,white,10+0,sawadatsu,1449,helenki,1331,e4 d5 exd5 Nf6,B01,Scandinavian Defense: Modern Variation #2,4
mXu9bNDb,TRUE,white,5+8,almazzen,1557,sawadatsu,1466,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4
LgxxZBBh,TRUE,white,15+0,zito_olaybal_jr,1849,akgs,1903,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2
VDUUKaWo,TRUE,white,15+0,zito_olaybal_jr,1816,miklegro,1820,b3 e5 Bb2 Nc6,A01,Nimzo-Larsen Attack: Modern Variation #3,4
XYCSfAlm,TRUE,black,15+1,arash3822,1801,zito_olaybal_jr,1778,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3
tl5lvpR3,TRUE,white,15+0,zito_olaybal_jr,1734,v-k,1784,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2
F1eByqT9,TRUE,white,15+0,zito_olaybal_jr,1696,moon44,1652,b3 c5,A01,Nimzo-Larsen Attack: English Variation,2
cUL5rHqY,TRUE,white,15+0,zito_olaybal_jr,1640,sohrab-sad,1692,b3,A01,Nimzo-Larsen Attack,1
hZGaJ5bn,TRUE,white,15+0,zito_olaybal_jr,1581,mvs53,1601,b3 e5 e4,C20,King's Pawn Opening: 2.b3,3
C06wMYet,TRUE,white,15+0,zito_olaybal_jr,1539,richardnixon111,1500,c4 e5 Nc3 Nc6 Nf3,A27,English Opening: King's English Variation |  Three Knights System,5
WMFt9EKW,TRUE,white,15+0,zito_olaybal_jr,1421,yiazmat,1696,b3 e5 e4,C20,King's Pawn Opening: 2.b3,3
9bXcqGpJ,TRUE,white,15+0,zito_olaybal_jr,1317,mr-fox,1423,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3
lR5DvtX7,TRUE,black,15+0,zito_olaybal_jr,1369,kyoz,1542,c4 Nf6 Nc3 d5,A16,English Opening: Anglo-Gruenfeld Defense,4
NeQhQuLZ,TRUE,black,15+0,zito_olaybal_jr,1465,tenple,1533,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bc4 e6,B88,Sicilian Defense: Sozin Attack |  Leonhardt Variation,12
25vWgLW6,TRUE,draw,10+0,zito_olaybal_jr,1500,giorgos,1429,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
EqNvVXZe,TRUE,black,10+0,majstor2650,1715,hossin62,1726,Nf3 Nf6 d4 e6 Bg5,A46,Torre Attack,5
CUP9nWwn,TRUE,black,5+6,sergeykar,1679,majstor2650,1705,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7
xn3FALDw,TRUE,white,15+0,majstor2650,1692,medveckijjvasilijj,1730,e4 c6 d4 d5 e5,B12,Caro-Kann Defense: Advance Variation,5
iCydOHzI,TRUE,draw,15+0,dkflbvbhjd,1817,majstor2650,1688,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3,C42,Petrov's Defense #4,7
fBKh027q,TRUE,white,15+0,nilsdernoob,1662,majstor2650,1701,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
um6Vt47x,TRUE,black,10+0,majstor2650,1711,elprofe,1759,e4 g6,B06,Modern Defense,2
jIaBCQzI,TRUE,white,10+0,angel2006,1858,majstor2650,1718,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
pEmE9Xer,TRUE,black,10+0,iyuz_purwati,1605,majstor2650,1710,d4 Nf6 c4 e6 Bg5,E00,Indian Game: Seirawan Attack,5
3Vh39FKm,TRUE,black,10+0,majstor2650,1716,sel2525,1886,e4 c6 d4 d5 exd5,B13,Caro-Kann Defense: Exchange Variation,5
U2EMAADq,TRUE,black,10+0,elielielieli,1252,majstor2650,1714,d4 d5 Nc3,D00,Queen's Pawn Game: Chigorin Variation,3
4umyaMxl,TRUE,black,10+0,david1_tev,1703,majstor2650,1703,b4,A00,Polish Opening,1
FMNzioiV,TRUE,white,10+0,quandokomekikeriki,1700,majstor2650,1715,d4 Nf6 c4 g6 Nf3 Bg7 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3,D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation,13
i7XjVLOz,TRUE,white,10+0,majstor2650,1705,restam2017,1655,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5 O-O Nf6,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10
pXP0LS3d,TRUE,black,10+0,majstor2650,1712,oribenami,1848,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
0zYFk3CO,TRUE,black,10+0,take5,1652,majstor2650,1702,c4 Nf6,A15,English Opening: Anglo-Indian Defense,2
6Oz8q9o3,TRUE,white,10+0,kingspawn02,1701,malange,1621,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
SNZ8nkVx,TRUE,white,15+0,dwazekalle,1359,hebi,1342,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
5cmoon5X,TRUE,white,12+0,rezap,1640,hebi,1346,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4,C46,Four Knights Game: Italian Variation,7
SymWMRp5,TRUE,black,10+0,hebi,1360,cristianvazquez,1330,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5,C48,Four Knights Game: Spanish Variation,7
BAUyl1xj,TRUE,black,10+0,hebi,1374,mikael1998,1351,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4
L86VAQAd,TRUE,white,13+0,hebi,1362,figur,1312,e4 e6 Nf3,C00,French Defense: Knight Variation,3
WjfJRiWr,TRUE,black,13+0,figur,1323,hebi,1350,e3 e5 d4,A40,Englund Gambit Declined |  Reversed French,3
ck17oAvm,TRUE,black,10+0,smile-of-reason,1320,hebi,1336,e4 e5 Bc4 Nf6 d3 Nc6 Nf3 Bc5 Nc3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
DpZHGs7N,FALSE,black,10+0,hebi,1336,tarik2016,1292,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
DehoBnIb,TRUE,black,10+0,hebi,1354,chrisfen,1252,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4,C49,Four Knights Game: Double Spanish,8
iLeXhrWB,TRUE,black,15+0,hebi,1361,cfazuero1,1555,e4 c5 Nf3 e6 c4,B40,Sicilian Defense: Kramnik Variation,5
5QrJWd8l,TRUE,draw,10+0,hebi,1357,flo_fox,1471,e4 d5 Nf3,A06,Zukertort Opening: Tennison Gambit,3
gaGv6gES,FALSE,white,15+0,vittoriopiva,1423,hebi,1357,d4 d5 e3,D00,Queen's Pawn Game #2,3
IDFONmH4,TRUE,white,20+0,hebi,1343,shohcheng,1326,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 a6 Bxc6,C48,Four Knights Game: Ranken Variation,9
AYVnWxQU,TRUE,white,10+0,hebi,1330,caueaguiar,1278,e4 e5 Nf3 d6,C41,Philidor Defense #2,4
jE2hUvwN,TRUE,white,15+0,paresseux,1425,hebi,1342,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6,C45,Scotch Game: Schmidt Variation,8
9z7KUdLF,TRUE,black,30+0,hebi,1364,joebous,1192,e4 e5,C20,King's Pawn Game,2
QOocskIN,TRUE,black,30+0,joebous,1199,hebi,1355,e4 e5 Nf3 Nc6 Nc3 Nf6,C46,Four Knights Game,6
qkMEetlg,TRUE,white,15+0,hebi,1314,ckxz,1295,e4 e5 Nf3 d5 exd5 e4,C40,Elephant Gambit: Paulsen Countergambit,6
BLxPQOI9,TRUE,white,12+0,msmathlete1018,1276,hebi,1333,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4
DhniQokF,TRUE,black,12+0,hebi,1351,chelahov,1332,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
PCUhvLGH,TRUE,white,12+0,hebi,1342,baronherephild,1145,e4 e5 Nf3 f6,C40,King's Pawn Game: Damiano Defense,4
FSDktJlR,TRUE,white,12+0,hebi,1322,muquinha,1340,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
p76MplN2,TRUE,draw,10+0,superpatelio,1107,hebi,1332,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4,C49,Four Knights Game: Double Spanish,8
Yd9qkB41,TRUE,white,10+0,aristokrat2192,2109,gaza1234,1659,d4 d5 c4 c6 Nf3,D11,Slav Defense: Modern Line,5
cS9Hw8Rl,TRUE,black,10+0,patrikeckeskog,2057,aristokrat2192,2093,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
aj55MdE1,TRUE,black,10+0,zizonaz,1839,aristokrat2192,2085,e4 d5,B01,Scandinavian Defense,2
QCoY6CSm,TRUE,white,10+0,aristokrat2192,2084,alexip,1517,d4 d5 c4 e6 Nf3 Nf6 g3 Be7 Bg2,E06,Catalan Opening: Closed Variation,9
ByfOeMSC,TRUE,black,10+0,fiboly,2054,aristokrat2192,2066,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
JrR7ILHe,TRUE,black,10+0,aristokrat2192,2093,testing1234,1932,d4 d5 Nf3 Bf5 c4 e6 Nc3 c6,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,8
zUGY5s7m,FALSE,black,10+15,aristokrat2192,2093,aleksander_80,1711,Nf3 Nf6 c4,A15,English Opening: Anglo-Indian Defense |  King's Knight Variation,3
EulalAcd,FALSE,white,10+15,aristokrat2192,2093,laki3,1806,d4 d5 Nf3 Nf6 c4 c6 Nc3 e6,D43,Semi-Slav Defense,8
GmWFhylU,TRUE,black,10+0,ziyizhang,1743,aristokrat2192,2088,g4 d5 Bg2,A00,Grob Opening: Grob Gambit,3
Bpxy3aiD,TRUE,white,10+0,aristokrat2192,2084,antao_amory,1721,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2,E91,King's Indian Defense: Orthodox Variation,11
TjurH9Gx,FALSE,black,15+0,slimes1,1500,baccola89,1382,d4 d5,D00,Queen's Pawn Game,2
10BL11Kk,FALSE,black,15+0,jackalope,1172,slimes1,1500,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3
3UGVg5XK,TRUE,black,30+0,webkin,1561,martinedition,1496,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Bg5,C01,French Defense: Exchange Variation |  Svenonius Variation,9
m3JrMiTT,TRUE,white,60+0,narcisse29,1614,webkin,1571,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7
0c4o3kuU,TRUE,black,20+0,phoenixphen,1445,webkin,1564,Nf3 Nc6,A04,Zukertort Opening: Black Mustang Defense,2
fqoBNzRv,TRUE,white,20+0,webkin,1556,phoenixphen,1453,e4 c5 c3,B22,Sicilian Defense: Alapin Variation,3
BqgCJPW6,TRUE,black,15+0,webkin,1567,nk_cell,1550,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Bg5,C01,French Defense: Exchange Variation |  Svenonius Variation,9
symUfbR6,TRUE,white,15+0,rafael89,1671,webkin,1575,e4 e5 Nf3 Nc6 Bc4 Bc5 d3,C50,Italian Game: Giuoco Pianissimo,7
wTKwP6Lb,TRUE,black,15+15,webkin,1584,danieluc21,1669,e4 e6 d4 d5 Nc3 Nf6 e5,C11,French Defense: Classical Variation |  Steinitz Variation,7
